parametro,ponto_monitoramento,oxigenio_dissolvido,dbo,ecoli,nitrogenio,pH,sdt,temp,turbidez
Nitrogênio amoniacal,P4,,,,0.53,,,,
Nitrogênio amoniacal,P4,,,,0.03,,,,
Nitrogênio amoniacal,P4,,,,0.061,,,,
Nitrogênio amoniacal,P4,,,,0.49,,,,
Nitrogênio amoniacal,P4,,,,0.742,,,,
Nitrogênio amoniacal,P4,,,,0.702,,,,
Nitrogênio amoniacal,P4,,,,0.185,,,,
Nitrogênio amoniacal,P4,,,,0.383,,,,
Nitrogênio amoniacal,P4,,,,0.061,,,,
Nitrogênio amoniacal,P4,,,,0.291,,,,
Nitrogênio amoniacal,P4,,,,0.364,,,,
Nitrogênio amoniacal,P4,,,,3.8,,,,
Nitrogênio amoniacal,P4,,,,0.033,,,,
Nitrogênio amoniacal,P4,,,,0.16,,,,
Nitrogênio amoniacal,P4,,,,1.3,,,,
Nitrogênio amoniacal,P4,,,,0.16,,,,
Nitrogênio amoniacal,P4,,,,0.16,,,,
Nitrogênio amoniacal,P4,,,,0.86,,,,
Nitrogênio amoniacal,P4,,,,3,,,,
Nitrogênio amoniacal,P4,,,,2.5,,,,
Nitrogênio amoniacal,P4,,,,0.19,,,,
Nitrogênio amoniacal,P4,,,,0.7,,,,
Nitrogênio amoniacal,P4,,,,0.8,,,,
Nitrogênio amoniacal,P4,,,,0.3,,,,
Nitrogênio amoniacal,P4,,,,0.3,,,,
Nitrogênio amoniacal,P4,,,,1.1,,,,
Nitrogênio amoniacal,P4,,,,0.2,,,,
Nitrogênio amoniacal,P4,,,,0.326,,,,
Oxigênio Dissolvido,P5,4.5,,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,4,,,,,,
Demanda Bioquímica de Oxigênio,P5,,2.2,,,,,,
Demanda Bioquímica de Oxigênio,P5,,3,,,,,,
Demanda Bioquímica de Oxigênio,P5,,4.1,,,,,,
Demanda Bioquímica de Oxigênio,P5,,5,,,,,,
Demanda Bioquímica de Oxigênio,P5,,3,,,,,,
Demanda Bioquímica de Oxigênio,P5,,3,,,,,,
Demanda Bioquímica de Oxigênio,P5,,3,,,,,,
pH,P5,,,,,6.8,,,
pH,P5,,,,,7.2,,,
pH,P5,,,,,5.9,,,
pH,P5,,,,,7,,,
pH,P5,,,,,6.6,,,
pH,P5,,,,,6.5,,,
pH,P5,,,,,6,,,
pH,P5,,,,,6.1,,,
pH,P5,,,,,6.7,,,
pH,P5,,,,,6,,,
pH,P5,,,,,6.6,,,
pH,P5,,,,,6.6,,,
pH,P5,,,,,6.4,,,
pH,P5,,,,,6.3,,,
pH,P5,,,,,6.5,,,
pH,P5,,,,,7.2,,,
pH,P5,,,,,6.4,,,
pH,P5,,,,,6.8,,,
pH,P5,,,,,6.5,,,
pH,P5,,,,,6.6,,,
pH,P5,,,,,6.4,,,
pH,P5,,,,,6.5,,,
pH,P5,,,,,6.8,,,
pH,P5,,,,,6.5,,,
pH,P5,,,,,6.3,,,
pH,P5,,,,,7,,,
pH,P5,,,,,6.6,,,
pH,P5,,,,,6.4,,,
pH,P5,,,,,6.6,,,
pH,P5,,,,,6.9,,,
pH,P5,,,,,6.9,,,
pH,P5,,,,,6.6,,,
pH,P5,,,,,6.5,,,
pH,P5,,,,,6.5,,,
pH,P5,,,,,7,,,
pH,P5,,,,,6.7,,,
pH,P5,,,,,6.9,,,
pH,P5,,,,,7.2,,,
pH,P5,,,,,6.4,,,
pH,P5,,,,,6.6,,,
pH,P5,,,,,6.6,,,
Oxigênio Dissolvido,P5,4.4,,,,,,,
Oxigênio Dissolvido,P5,9.8,,,,,,,
Oxigênio Dissolvido,P5,5.3,,,,,,,
Oxigênio Dissolvido,P5,7.2,,,,,,,
Oxigênio Dissolvido,P5,6.2,,,,,,,
Oxigênio Dissolvido,P5,6.7,,,,,,,
Oxigênio Dissolvido,P5,4.4,,,,,,,
Oxigênio Dissolvido,P5,5.8,,,,,,,
Oxigênio Dissolvido,P5,4.3,,,,,,,
Oxigênio Dissolvido,P5,7.9,,,,,,,
Oxigênio Dissolvido,P5,8.2,,,,,,,
Oxigênio Dissolvido,P5,4.3,,,,,,,
Oxigênio Dissolvido,P5,4.6,,,,,,,
Oxigênio Dissolvido,P5,5.6,,,,,,,
Oxigênio Dissolvido,P5,5.9,,,,,,,
Oxigênio Dissolvido,P5,5.2,,,,,,,
Oxigênio Dissolvido,P5,5,,,,,,,
Oxigênio Dissolvido,P5,1.5,,,,,,,
Oxigênio Dissolvido,P5,3.5,,,,,,,
Demanda Bioquímica de Oxigênio,P5,,1,,,,,,
Oxigênio Dissolvido,P5,6.8,,,,,,,
Oxigênio Dissolvido,P5,4.1,,,,,,,
Oxigênio Dissolvido,P5,5,,,,,,,
Oxigênio Dissolvido,P5,8.9,,,,,,,
Oxigênio Dissolvido,P5,4.7,,,,,,,
Oxigênio Dissolvido,P5,9.3,,,,,,,
Oxigênio Dissolvido,P5,6.5,,,,,,,
Oxigênio Dissolvido,P5,3.6,,,,,,,
Oxigênio Dissolvido,P5,8.1,,,,,,,
Oxigênio Dissolvido,P5,9.2,,,,,,,
Oxigênio Dissolvido,P5,5.9,,,,,,,
Oxigênio Dissolvido,P5,7.1,,,,,,,
Oxigênio Dissolvido,P5,5.9,,,,,,,
Oxigênio Dissolvido,P5,4.8,,,,,,,
Oxigênio Dissolvido,P5,7.7,,,,,,,
Oxigênio Dissolvido,P5,3.1,,,,,,,
Oxigênio Dissolvido,P5,7.1,,,,,,,
Oxigênio Dissolvido,P5,5.8,,,,,,,
Oxigênio Dissolvido,P5,10.9,,,,,,,
Turbidez,P5,,,,,,,,17
Turbidez,P5,,,,,,,,18
Turbidez,P5,,,,,,,,18
Turbidez,P5,,,,,,,,19
Turbidez,P5,,,,,,,,22
Turbidez,P5,,,,,,,,23
Turbidez,P5,,,,,,,,23
Turbidez,P5,,,,,,,,23
Turbidez,P5,,,,,,,,27
Turbidez,P5,,,,,,,,27
Turbidez,P5,,,,,,,,28
Turbidez,P5,,,,,,,,29
Turbidez,P5,,,,,,,,30
Turbidez,P5,,,,,,,,32
Turbidez,P5,,,,,,,,33
Turbidez,P5,,,,,,,,35
Turbidez,P5,,,,,,,,36
Turbidez,P5,,,,,,,,36
Turbidez,P5,,,,,,,,37
Turbidez,P5,,,,,,,,44
Turbidez,P5,,,,,,,,53
Turbidez,P5,,,,,,,,55
Turbidez,P5,,,,,,,,57
Turbidez,P5,,,,,,,,68
Turbidez,P5,,,,,,,,69
Turbidez,P5,,,,,,,,71
Turbidez,P5,,,,,,,,75
Turbidez,P5,,,,,,,,107
Temperatura,P5,,,,,,,17.4,
Temperatura,P5,,,,,,,13.2,
Temperatura,P5,,,,,,,15,
Temperatura,P5,,,,,,,18.3,
Temperatura,P5,,,,,,,21,
Temperatura,P5,,,,,,,15.1,
Temperatura,P5,,,,,,,19.5,
Temperatura,P5,,,,,,,19.6,
Temperatura,P5,,,,,,,18.7,
Temperatura,P5,,,,,,,18.3,
Temperatura,P5,,,,,,,26.4,
Temperatura,P5,,,,,,,24.3,
Temperatura,P5,,,,,,,30.6,
Temperatura,P5,,,,,,,14.5,
Temperatura,P5,,,,,,,22.9,
Temperatura,P5,,,,,,,23.8,
Temperatura,P5,,,,,,,23.8,
Temperatura,P5,,,,,,,23.6,
Temperatura,P5,,,,,,,27,
Temperatura,P5,,,,,,,16.3,
Temperatura,P5,,,,,,,28.6,
Temperatura,P5,,,,,,,19.7,
Temperatura,P5,,,,,,,26.7,
Temperatura,P5,,,,,,,27.1,
Temperatura,P5,,,,,,,25.8,
Temperatura,P5,,,,,,,28,
Temperatura,P5,,,,,,,28.5,
Temperatura,P5,,,,,,,26.2,
Temperatura,P5,,,,,,,24.1,
Temperatura,P5,,,,,,,21.7,
Temperatura,P5,,,,,,,18,
Temperatura,P5,,,,,,,19.2,
Temperatura,P5,,,,,,,26.7,
Temperatura,P5,,,,,,,19,
Temperatura,P5,,,,,,,14.5,
Temperatura,P5,,,,,,,23.1,
Temperatura,P5,,,,,,,15,
Temperatura,P5,,,,,,,22.7,
Temperatura,P5,,,,,,,15.7,
Temperatura,P5,,,,,,,26.2,
Temperatura,P5,,,,,,,30,
Temperatura,P5,,,,,,,14,
Temperatura,P5,,,,,,,13.4,
Temperatura,P5,,,,,,,16.4,
Temperatura,P5,,,,,,,18.4,
Escherichia coli,P5,,,1920,,,,,
Escherichia coli,P5,,,432,,,,,
Escherichia coli,P5,,,280,,,,,
Escherichia coli,P5,,,37000,,,,,
Escherichia coli,P5,,,1400,,,,,
Escherichia coli,P5,,,2100,,,,,
Escherichia coli,P5,,,300,,,,,
Sólidos Dissolvidos Totais,P5,,,,,,74,,
Nitrogênio amoniacal,P5,,,,0.4,,,,
Nitrogênio amoniacal,P5,,,,0.2,,,,
Escherichia coli,P5,,,5400,,,,,
Nitrogênio amoniacal,P5,,,,0.355,,,,
Escherichia coli,P5,,,25000,,,,,
Escherichia coli,P5,,,27000,,,,,
Escherichia coli,P5,,,15000,,,,,
Escherichia coli,P5,,,2400,,,,,
Escherichia coli,P5,,,5800,,,,,
Escherichia coli,P5,,,1700,,,,,
Escherichia coli,P5,,,4500,,,,,
Escherichia coli,P5,,,25000,,,,,
Escherichia coli,P5,,,18000,,,,,
Escherichia coli,P5,,,2,,,,,
Escherichia coli,P5,,,2400,,,,,
Escherichia coli,P5,,,1200,,,,,
Escherichia coli,P5,,,3900,,,,,
Escherichia coli,P5,,,2400,,,,,
Escherichia coli,P5,,,1700,,,,,
Escherichia coli,P5,,,1900,,,,,
Escherichia coli,P5,,,4880,,,,,
Escherichia coli,P5,,,580,,,,,
Escherichia coli,P5,,,2490,,,,,
Escherichia coli,P5,,,13000,,,,,
Escherichia coli,P5,,,11000,,,,,
Escherichia coli,P5,,,5800,,,,,
Escherichia coli,P5,,,8400,,,,,
Escherichia coli,P5,,,210000,,,,,
Escherichia coli,P5,,,10000,,,,,
Escherichia coli,P5,,,3600,,,,,
Escherichia coli,P5,,,5300,,,,,
Escherichia coli,P5,,,2900,,,,,
Sólidos Dissolvidos Totais,P5,,,,,,107,,
Sólidos Dissolvidos Totais,P5,,,,,,109,,
Sólidos Dissolvidos Totais,P5,,,,,,77,,
Sólidos Dissolvidos Totais,P5,,,,,,83,,
Sólidos Dissolvidos Totais,P5,,,,,,85,,
Sólidos Dissolvidos Totais,P5,,,,,,81,,
Sólidos Dissolvidos Totais,P5,,,,,,253,,
Sólidos Dissolvidos Totais,P5,,,,,,151,,
Sólidos Dissolvidos Totais,P5,,,,,,128,,
Sólidos Dissolvidos Totais,P5,,,,,,135,,
Sólidos Dissolvidos Totais,P5,,,,,,103,,
Sólidos Dissolvidos Totais,P5,,,,,,78,,
Sólidos Dissolvidos Totais,P5,,,,,,89,,
Sólidos Dissolvidos Totais,P5,,,,,,79,,
Sólidos Dissolvidos Totais,P5,,,,,,46,,
Sólidos Dissolvidos Totais,P5,,,,,,76,,
Sólidos Dissolvidos Totais,P5,,,,,,100,,
Nitrogênio amoniacal,P5,,,,0.4,,,,
Sólidos Dissolvidos Totais,P5,,,,,,98,,
Sólidos Dissolvidos Totais,P5,,,,,,106,,
Sólidos Dissolvidos Totais,P5,,,,,,55,,
Sólidos Dissolvidos Totais,P5,,,,,,74,,
Sólidos Dissolvidos Totais,P5,,,,,,76,,
Sólidos Dissolvidos Totais,P5,,,,,,118,,
Sólidos Dissolvidos Totais,P5,,,,,,76,,
Sólidos Dissolvidos Totais,P5,,,,,,120,,
Sólidos Dissolvidos Totais,P5,,,,,,104,,
Sólidos Dissolvidos Totais,P5,,,,,,86,,
Sólidos Dissolvidos Totais,P5,,,,,,124,,
Sólidos Dissolvidos Totais,P5,,,,,,83,,
Sólidos Dissolvidos Totais,P5,,,,,,26,,
Sólidos Dissolvidos Totais,P5,,,,,,109,,
Sólidos Dissolvidos Totais,P5,,,,,,80,,
Sólidos Dissolvidos Totais,P5,,,,,,10294,,
Sólidos Dissolvidos Totais,P5,,,,,,78,,
Sólidos Dissolvidos Totais,P5,,,,,,77,,
Sólidos Dissolvidos Totais,P5,,,,,,44,,
Sólidos Dissolvidos Totais,P5,,,,,,44,,
Nitrogênio amoniacal,P5,,,,0.02,,,,
Nitrogênio amoniacal,P5,,,,0.522,,,,
Nitrogênio amoniacal,P5,,,,0.261,,,,
Nitrogênio amoniacal,P5,,,,0.085,,,,
Nitrogênio amoniacal,P5,,,,0.19,,,,
Nitrogênio amoniacal,P5,,,,1.2,,,,
Nitrogênio amoniacal,P5,,,,0.245,,,,
Nitrogênio amoniacal,P5,,,,0.502,,,,
Nitrogênio amoniacal,P5,,,,0.128,,,,
Nitrogênio amoniacal,P5,,,,0.76,,,,
Nitrogênio amoniacal,P5,,,,0.92,,,,
Nitrogênio amoniacal,P5,,,,0.291,,,,
Nitrogênio amoniacal,P5,,,,0.796,,,,
Nitrogênio amoniacal,P5,,,,0.145,,,,
Nitrogênio amoniacal,P5,,,,0.464,,,,
Nitrogênio amoniacal,P5,,,,0.289,,,,
Nitrogênio amoniacal,P5,,,,0.098,,,,
Nitrogênio amoniacal,P5,,,,0.502,,,,
Nitrogênio amoniacal,P5,,,,0.62,,,,
Nitrogênio amoniacal,P5,,,,0.023,,,,
Nitrogênio amoniacal,P5,,,,0.15,,,,
Nitrogênio amoniacal,P5,,,,0.13,,,,
Nitrogênio amoniacal,P5,,,,0.19,,,,
Nitrogênio amoniacal,P5,,,,0.58,,,,
Nitrogênio amoniacal,P5,,,,0.5,,,,
Nitrogênio amoniacal,P5,,,,1.55,,,,
Nitrogênio amoniacal,P5,,,,0.28,,,,
Nitrogênio amoniacal,P5,,,,0.4,,,,
Nitrogênio amoniacal,P5,,,,0.7,,,,
Nitrogênio amoniacal,P5,,,,0.4,,,,
Oxigênio Dissolvido,P6,3.8,,,,,,,
Oxigênio Dissolvido,P6,5.8,,,,,,,
Oxigênio Dissolvido,P6,7.1,,,,,,,
Oxigênio Dissolvido,P6,4.3,,,,,,,
Oxigênio Dissolvido,P6,1.5,,,,,,,
Oxigênio Dissolvido,P6,6.8,,,,,,,
Oxigênio Dissolvido,P6,4.2,,,,,,,
Oxigênio Dissolvido,P6,4.1,,,,,,,
Oxigênio Dissolvido,P6,4.5,,,,,,,
Oxigênio Dissolvido,P6,0.9,,,,,,,
Oxigênio Dissolvido,P6,3.6,,,,,,,
Oxigênio Dissolvido,P6,4.3,,,,,,,
Oxigênio Dissolvido,P6,3.6,,,,,,,
Oxigênio Dissolvido,P6,2.9,,,,,,,
Oxigênio Dissolvido,P6,2.4,,,,,,,
Oxigênio Dissolvido,P6,8.1,,,,,,,
Turbidez,P6,,,,,,,,12
Turbidez,P6,,,,,,,,17
Turbidez,P6,,,,,,,,18
Turbidez,P6,,,,,,,,21
Turbidez,P6,,,,,,,,21
Turbidez,P6,,,,,,,,23
Turbidez,P6,,,,,,,,23
Turbidez,P6,,,,,,,,25
Turbidez,P6,,,,,,,,26
Turbidez,P6,,,,,,,,26
Turbidez,P6,,,,,,,,27
Turbidez,P6,,,,,,,,30
Turbidez,P6,,,,,,,,35
Turbidez,P6,,,,,,,,35
Turbidez,P6,,,,,,,,36
Turbidez,P6,,,,,,,,42
Turbidez,P6,,,,,,,,61
Turbidez,P6,,,,,,,,63
Turbidez,P6,,,,,,,,71
Turbidez,P6,,,,,,,,73
Turbidez,P6,,,,,,,,78
Turbidez,P6,,,,,,,,91
Turbidez,P6,,,,,,,,103
Turbidez,P6,,,,,,,,106
Turbidez,P6,,,,,,,,108
Turbidez,P6,,,,,,,,117
Turbidez,P6,,,,,,,,131
Turbidez,P6,,,,,,,,135
Temperatura,P6,,,,,,,19.1,
Temperatura,P6,,,,,,,12.9,
Temperatura,P6,,,,,,,15.7,
Temperatura,P6,,,,,,,18.6,
Temperatura,P6,,,,,,,21,
Temperatura,P6,,,,,,,16.1,
Temperatura,P6,,,,,,,19.5,
Temperatura,P6,,,,,,,19.4,
Temperatura,P6,,,,,,,18.7,
Temperatura,P6,,,,,,,18.3,
Temperatura,P6,,,,,,,24.9,
Temperatura,P6,,,,,,,28.1,
Temperatura,P6,,,,,,,27,
Temperatura,P6,,,,,,,15.3,
Temperatura,P6,,,,,,,23.3,
Temperatura,P6,,,,,,,24.2,
Temperatura,P6,,,,,,,24.1,
Temperatura,P6,,,,,,,24.5,
Temperatura,P6,,,,,,,27.8,
Temperatura,P6,,,,,,,15.5,
Temperatura,P6,,,,,,,29.1,
Temperatura,P6,,,,,,,20.6,
Temperatura,P6,,,,,,,27,
Temperatura,P6,,,,,,,24.4,
Temperatura,P6,,,,,,,28.1,
Temperatura,P6,,,,,,,27.3,
Temperatura,P6,,,,,,,27.9,
Temperatura,P6,,,,,,,27.2,
Temperatura,P6,,,,,,,23.1,
Temperatura,P6,,,,,,,20.2,
Temperatura,P6,,,,,,,18.2,
Temperatura,P6,,,,,,,19.3,
Temperatura,P6,,,,,,,25.8,
Temperatura,P6,,,,,,,15.5,
Temperatura,P6,,,,,,,14.6,
Temperatura,P6,,,,,,,23.7,
Temperatura,P6,,,,,,,15.5,
Temperatura,P6,,,,,,,23.6,
Temperatura,P6,,,,,,,17.4,
Temperatura,P6,,,,,,,32,
Temperatura,P6,,,,,,,14,
Temperatura,P6,,,,,,,29.5,
Temperatura,P6,,,,,,,15.9,
Temperatura,P6,,,,,,,18.9,
Temperatura,P6,,,,,,,18.4,
Escherichia coli,P6,,,240000,,,,,
Escherichia coli,P6,,,100000,,,,,
Escherichia coli,P6,,,6000,,,,,
Escherichia coli,P6,,,3000,,,,,
Escherichia coli,P6,,,240000,,,,,
Escherichia coli,P6,,,220000,,,,,
Escherichia coli,P6,,,31000,,,,,
Escherichia coli,P6,,,58000,,,,,
Escherichia coli,P6,,,24000,,,,,
Escherichia coli,P6,,,640,,,,,
Escherichia coli,P6,,,24000,,,,,
Escherichia coli,P6,,,13000,,,,,
Escherichia coli,P6,,,300000,,,,,
Escherichia coli,P6,,,1,,,,,
Escherichia coli,P6,,,2400,,,,,
Escherichia coli,P6,,,24000,,,,,
Escherichia coli,P6,,,17300,,,,,
Escherichia coli,P6,,,2400,,,,,
Escherichia coli,P6,,,130000,,,,,
Escherichia coli,P6,,,240000,,,,,
Escherichia coli,P6,,,2000,,,,,
Escherichia coli,P6,,,98000,,,,,
Escherichia coli,P6,,,3300,,,,,
Escherichia coli,P6,,,29100,,,,,
Escherichia coli,P6,,,242000,,,,,
Escherichia coli,P6,,,240000,,,,,
Escherichia coli,P6,,,160000,,,,,
Escherichia coli,P6,,,6000,,,,,
Escherichia coli,P6,,,1700000,,,,,
Escherichia coli,P6,,,170000,,,,,
Escherichia coli,P6,,,24000,,,,,
Escherichia coli,P6,,,120300,,,,,
Escherichia coli,P6,,,24190,,,,,
Escherichia coli,P6,,,350,,,,,
Escherichia coli,P6,,,59400,,,,,
Sólidos Dissolvidos Totais,P6,,,,,,264,,
Sólidos Dissolvidos Totais,P6,,,,,,255,,
Sólidos Dissolvidos Totais,P6,,,,,,220,,
Sólidos Dissolvidos Totais,P6,,,,,,92,,
Sólidos Dissolvidos Totais,P6,,,,,,86,,
Sólidos Dissolvidos Totais,P6,,,,,,224,,
Sólidos Dissolvidos Totais,P6,,,,,,4092,,
Sólidos Dissolvidos Totais,P6,,,,,,190,,
Sólidos Dissolvidos Totais,P6,,,,,,128,,
Sólidos Dissolvidos Totais,P6,,,,,,167,,
Sólidos Dissolvidos Totais,P6,,,,,,119,,
Sólidos Dissolvidos Totais,P6,,,,,,197,,
Sólidos Dissolvidos Totais,P6,,,,,,210,,
Sólidos Dissolvidos Totais,P6,,,,,,233,,
Sólidos Dissolvidos Totais,P6,,,,,,222,,
Sólidos Dissolvidos Totais,P6,,,,,,168,,
Sólidos Dissolvidos Totais,P6,,,,,,179,,
Sólidos Dissolvidos Totais,P6,,,,,,55,,
Sólidos Dissolvidos Totais,P6,,,,,,183,,
Sólidos Dissolvidos Totais,P6,,,,,,147,,
Sólidos Dissolvidos Totais,P6,,,,,,46,,
Sólidos Dissolvidos Totais,P6,,,,,,72,,
Sólidos Dissolvidos Totais,P6,,,,,,122,,
Sólidos Dissolvidos Totais,P6,,,,,,283,,
Sólidos Dissolvidos Totais,P6,,,,,,199,,
Sólidos Dissolvidos Totais,P6,,,,,,324,,
Sólidos Dissolvidos Totais,P6,,,,,,113,,
Sólidos Dissolvidos Totais,P6,,,,,,194,,
Sólidos Dissolvidos Totais,P6,,,,,,298,,
Sólidos Dissolvidos Totais,P6,,,,,,230,,
Sólidos Dissolvidos Totais,P6,,,,,,280,,
Sólidos Dissolvidos Totais,P6,,,,,,101,,
Sólidos Dissolvidos Totais,P6,,,,,,244,,
Sólidos Dissolvidos Totais,P6,,,,,,262,,
Sólidos Dissolvidos Totais,P6,,,,,,179,,
Sólidos Dissolvidos Totais,P6,,,,,,210,,
Sólidos Dissolvidos Totais,P6,,,,,,235,,
Sólidos Dissolvidos Totais,P6,,,,,,55,,
Sólidos Dissolvidos Totais,P6,,,,,,210,,
Nitrogênio amoniacal,P6,,,,0.02,,,,
Nitrogênio amoniacal,P6,,,,5.25,,,,
Nitrogênio amoniacal,P6,,,,4.83,,,,
Nitrogênio amoniacal,P6,,,,0.177,,,,
Nitrogênio amoniacal,P6,,,,11.5,,,,
Nitrogênio amoniacal,P6,,,,6.53,,,,
Nitrogênio amoniacal,P6,,,,0.76,,,,
Nitrogênio amoniacal,P6,,,,7.35,,,,
Nitrogênio amoniacal,P6,,,,0.35,,,,
Nitrogênio amoniacal,P6,,,,9.65,,,,
Nitrogênio amoniacal,P6,,,,8.01,,,,
Nitrogênio amoniacal,P6,,,,10.9,,,,
Nitrogênio amoniacal,P6,,,,12,,,,
Nitrogênio amoniacal,P6,,,,0.237,,,,
Nitrogênio amoniacal,P6,,,,2.28,,,,
Nitrogênio amoniacal,P6,,,,1.53,,,,
Nitrogênio amoniacal,P6,,,,0.192,,,,
Nitrogênio amoniacal,P6,,,,6.77,,,,
Nitrogênio amoniacal,P6,,,,11.3,,,,
Nitrogênio amoniacal,P6,,,,15.6,,,,
Nitrogênio amoniacal,P6,,,,0.33,,,,
Nitrogênio amoniacal,P6,,,,2.02,,,,
Nitrogênio amoniacal,P6,,,,20.8,,,,
Nitrogênio amoniacal,P6,,,,30.5,,,,
Nitrogênio amoniacal,P6,,,,9.52,,,,
Nitrogênio amoniacal,P6,,,,0.5,,,,
Nitrogênio amoniacal,P6,,,,3,,,,
Nitrogênio amoniacal,P6,,,,20.4,,,,
Nitrogênio amoniacal,P6,,,,11,,,,
Nitrogênio amoniacal,P6,,,,9,,,,
Nitrogênio amoniacal,P6,,,,2.5,,,,
Nitrogênio amoniacal,P6,,,,0.5,,,,
Nitrogênio amoniacal,P6,,,,7.5,,,,
Oxigênio Dissolvido,P6,2.9,,,,,,,
Demanda Bioquímica de Oxigênio,P6,,1,,,,,,
Demanda Bioquímica de Oxigênio,P6,,1,,,,,,
Demanda Bioquímica de Oxigênio,P6,,1,,,,,,
Demanda Bioquímica de Oxigênio,P6,,1,,,,,,
Demanda Bioquímica de Oxigênio,P6,,1,,,,,,
Demanda Bioquímica de Oxigênio,P6,,1,,,,,,
Demanda Bioquímica de Oxigênio,P6,,2,,,,,,
Demanda Bioquímica de Oxigênio,P6,,2,,,,,,
Demanda Bioquímica de Oxigênio,P6,,2,,,,,,
Demanda Bioquímica de Oxigênio,P6,,2,,,,,,
Demanda Bioquímica de Oxigênio,P6,,10,,,,,,
Demanda Bioquímica de Oxigênio,P6,,10,,,,,,
Demanda Bioquímica de Oxigênio,P6,,20,,,,,,
Demanda Bioquímica de Oxigênio,P6,,9,,,,,,
Demanda Bioquímica de Oxigênio,P6,,10,,,,,,
Demanda Bioquímica de Oxigênio,P6,,22,,,,,,
Demanda Bioquímica de Oxigênio,P6,,8,,,,,,
Demanda Bioquímica de Oxigênio,P6,,6,,,,,,
Demanda Bioquímica de Oxigênio,P6,,13,,,,,,
Demanda Bioquímica de Oxigênio,P6,,9,,,,,,
Demanda Bioquímica de Oxigênio,P6,,16,,,,,,
Demanda Bioquímica de Oxigênio,P6,,4,,,,,,
Demanda Bioquímica de Oxigênio,P6,,11,,,,,,
Demanda Bioquímica de Oxigênio,P6,,4,,,,,,
Demanda Bioquímica de Oxigênio,P6,,10,,,,,,
Demanda Bioquímica de Oxigênio,P6,,4,,,,,,
Demanda Bioquímica de Oxigênio,P6,,12,,,,,,
Demanda Bioquímica de Oxigênio,P6,,8,,,,,,
Demanda Bioquímica de Oxigênio,P6,,8,,,,,,
Demanda Bioquímica de Oxigênio,P6,,7,,,,,,
Demanda Bioquímica de Oxigênio,P6,,6,,,,,,
Demanda Bioquímica de Oxigênio,P6,,4,,,,,,
Demanda Bioquímica de Oxigênio,P6,,8,,,,,,
Demanda Bioquímica de Oxigênio,P6,,16,,,,,,
Demanda Bioquímica de Oxigênio,P6,,9,,,,,,
Demanda Bioquímica de Oxigênio,P6,,8,,,,,,
Demanda Bioquímica de Oxigênio,P6,,15,,,,,,
pH,P6,,,,,6.7,,,
pH,P6,,,,,7.1,,,
pH,P6,,,,,6.1,,,
pH,P6,,,,,7,,,
pH,P6,,,,,6.9,,,
pH,P6,,,,,6.8,,,
pH,P6,,,,,6.1,,,
pH,P6,,,,,6.3,,,
pH,P6,,,,,6.4,,,
pH,P6,,,,,6,,,
pH,P6,,,,,6.8,,,
pH,P6,,,,,6.4,,,
pH,P6,,,,,6.4,,,
pH,P6,,,,,6.5,,,
pH,P6,,,,,6.6,,,
pH,P6,,,,,8,,,
pH,P6,,,,,6,,,
pH,P6,,,,,7.1,,,
pH,P6,,,,,6.6,,,
pH,P6,,,,,6.9,,,
pH,P6,,,,,7.2,,,
pH,P6,,,,,6.7,,,
pH,P6,,,,,6.9,,,
pH,P6,,,,,6.8,,,
pH,P6,,,,,7.1,,,
pH,P6,,,,,7,,,
pH,P6,,,,,6.4,,,
pH,P6,,,,,6.9,,,
pH,P6,,,,,6.9,,,
